"","MSOA11CD.row","tuesday.12pm15","tuesday.12pm30","tuesday.12pm45","tuesday.12pm60","tuesday.12pm75","tuesday.12pm90"
"1254",2407,2,2,2,2,3,3
"1255",2408,NA,2,2,2,2,3
"1256",2409,NA,2,2,2,2,3
"1258",2410,NA,2,2,2,2,3
"1259",2412,NA,NA,2,2,2,2
"1260",2413,NA,2,2,2,2,3
"1261",2414,NA,2,2,2,2,2
"1262",2415,NA,2,2,2,2,2
"1263",2416,NA,NA,2,2,2,2
"1264",2417,NA,NA,2,2,2,2
"1265",2418,NA,NA,2,2,2,2
"1267",2420,NA,NA,NA,2,2,2
"1268",2421,NA,NA,NA,2,2,2
"1269",2422,NA,NA,NA,2,2,2
"1271",2434,NA,1,1,1,2,2
"1272",2436,NA,NA,NA,NA,NA,1
"1273",2437,NA,1,1,1,1,1
"1275",2440,NA,NA,1,1,1,1
"1276",2442,NA,NA,NA,1,1,2
"1277",2443,NA,1,1,1,1,2
"1279",2451,NA,NA,NA,NA,1,1
"1280",2452,NA,NA,NA,NA,1,1
"1281",2454,NA,NA,NA,NA,NA,1
"1282",2458,NA,NA,1,1,1,1
"1284",2461,NA,NA,NA,NA,NA,1
"1285",2464,NA,NA,NA,NA,NA,2
"1286",2468,NA,NA,NA,1,1,1
"1288",2475,NA,NA,NA,NA,1,1
"1289",2476,NA,NA,NA,NA,1,2
"1290",2479,NA,NA,NA,1,1,2
"1292",2481,NA,NA,NA,NA,NA,1
"1293",2482,NA,NA,NA,NA,1,1
"1294",2484,NA,NA,NA,1,1,1
"1295",2485,NA,NA,NA,NA,1,1
"1297",2493,NA,NA,1,1,1,2
"1298",2494,NA,NA,NA,1,1,1
"1299",2495,NA,NA,1,1,1,2
"1300",2496,NA,NA,1,1,1,1
"1301",2497,NA,NA,NA,1,1,1
"1302",2498,NA,NA,NA,1,1,1
"1303",2499,NA,1,1,1,1,2
"1306",2500,NA,NA,1,1,1,1
"1307",2502,NA,NA,NA,NA,NA,1
"1308",2503,NA,1,1,1,1,1
"1309",2504,NA,1,1,1,1,1
"1310",2505,NA,NA,1,1,1,1
"1311",2507,NA,NA,1,1,1,1
"1312",2509,NA,NA,1,1,1,1
"1314",2511,NA,NA,1,1,1,1
"1315",2513,NA,NA,1,1,1,1
"1317",2523,NA,NA,NA,NA,NA,1
"1318",2525,NA,1,1,1,1,1
"1319",2526,NA,NA,NA,NA,1,1
"1320",2528,NA,NA,1,1,1,1
"1321",2529,NA,NA,NA,NA,1,1
"1323",2530,NA,NA,NA,1,1,1
"1324",2532,NA,NA,NA,NA,1,1
"1325",2533,NA,NA,NA,1,1,1
"1326",2534,NA,NA,NA,NA,1,1
"1327",2535,NA,NA,NA,NA,1,1
"1328",2536,NA,NA,NA,NA,1,1
"1329",2538,NA,NA,NA,1,1,1
"1330",2539,NA,NA,NA,1,1,1
"1332",2540,NA,1,1,2,3,3
"1333",2541,NA,NA,NA,NA,1,1
"1334",2543,NA,NA,NA,1,1,1
"1335",2545,NA,NA,NA,NA,NA,1
"1336",2546,NA,NA,NA,NA,NA,1
"1337",2549,NA,1,1,1,2,3
"1339",2550,NA,NA,1,1,1,1
"1340",2551,NA,1,1,2,3,3
"1341",2552,NA,1,1,1,3,3
"1342",2553,NA,1,2,2,3,3
"1343",2554,1,1,1,3,3,3
"1344",2555,NA,1,1,2,3,3
"1345",2556,NA,1,1,3,3,3
"1346",2559,NA,1,1,2,2,2
"1348",2560,NA,1,1,2,3,3
"1349",2561,NA,1,1,1,3,3
"1350",2562,NA,NA,1,1,1,1
"1351",2563,NA,NA,NA,1,1,1
"1352",2564,NA,NA,1,1,1,2
"1353",2565,NA,NA,1,1,1,2
"1354",2566,NA,NA,1,1,1,1
"1355",2567,NA,NA,1,1,1,2
"1356",2568,NA,1,1,1,1,1
"1357",2569,NA,1,1,1,1,2
"1359",2570,NA,1,1,1,1,1
"1360",2571,NA,1,1,1,1,1
"1361",2572,NA,1,1,1,1,2
"1362",2573,NA,1,1,1,1,2
"1363",2574,NA,1,1,1,1,2
"1364",2575,1,1,1,1,1,2
"1365",2576,NA,1,1,1,2,2
"1366",2577,NA,1,1,1,1,2
"1367",2578,1,1,1,1,1,2
"1368",2579,NA,1,1,1,2,2
"1370",2580,NA,1,1,1,1,2
"1371",2581,NA,1,1,1,1,2
"1372",2582,NA,1,1,1,1,2
"1373",2583,NA,NA,1,1,1,1
"1374",2584,NA,1,1,1,1,2
"1376",2592,NA,NA,1,1,1,1
"1377",2593,NA,NA,1,1,1,1
"1378",2594,NA,NA,1,1,1,1
"1379",2596,NA,1,1,1,1,1
"1382",2602,NA,1,1,1,1,1
"1383",2603,NA,1,1,1,1,1
"1384",2604,NA,1,1,1,1,1
"1385",2606,NA,1,1,1,1,1
"1386",2607,NA,1,1,1,1,1
"1387",2609,NA,1,1,1,1,1
"1389",2610,NA,1,1,1,1,1
"1390",2611,NA,1,1,1,1,1
"1391",2612,NA,1,1,1,1,1
"1392",2613,NA,1,1,1,1,1
"1393",2614,1,1,1,1,1,1
"1394",2615,NA,1,1,1,1,1
"1395",2616,NA,1,1,1,1,1
"1397",2623,NA,1,1,1,1,1
"1399",2634,NA,NA,NA,1,1,1
"1400",2636,NA,NA,NA,1,1,1
"1402",2642,NA,NA,1,1,1,1
"1403",2643,NA,NA,1,1,1,1
"1404",2648,NA,NA,1,1,1,1
"1405",2649,NA,NA,NA,1,1,1
"1407",2650,NA,NA,1,1,1,1
"1411",2680,NA,1,1,1,1,1
"1412",2681,NA,1,1,1,1,1
"1413",2689,NA,1,1,1,1,1
"1415",2690,1,1,1,1,1,1
"1416",2691,NA,1,1,1,1,1
"1419",2700,NA,NA,NA,NA,1,1
"1420",2702,NA,NA,NA,1,1,1
"1421",2703,NA,NA,1,1,1,1
"1422",2704,NA,NA,NA,1,1,1
"1423",2706,NA,NA,1,1,1,1
"1424",2707,NA,NA,1,1,1,1
"1425",2708,NA,NA,NA,1,1,1
"1426",2709,NA,NA,1,1,1,1
"1428",2710,NA,NA,1,1,1,1
"1429",2712,NA,NA,1,1,1,1
"1430",2713,NA,1,1,1,1,2
"1431",2715,NA,NA,1,1,1,1
"1432",2716,NA,NA,1,1,1,1
"1433",2717,NA,1,1,1,1,2
"1434",2718,NA,1,1,1,1,1
"1435",2719,NA,NA,1,1,1,1
"1437",2722,1,1,1,1,1,1
"1438",2725,NA,NA,NA,1,1,1
"1439",2726,NA,NA,1,1,1,1
"1440",2727,NA,NA,1,1,1,1
"1441",2728,NA,NA,1,1,1,1
"1442",2729,NA,NA,1,1,1,1
"1444",2730,NA,NA,1,1,1,1
"1445",2731,NA,1,1,1,1,1
"1446",2732,NA,NA,1,1,1,1
"1447",2733,NA,NA,1,1,1,1
"1448",2734,NA,NA,1,1,1,1
"1449",2735,NA,NA,1,1,1,1
"1450",2736,NA,1,1,1,1,1
"1451",2737,NA,1,1,1,1,1
"1452",2738,NA,NA,1,1,1,1
"1453",2739,NA,NA,1,1,1,1
"1455",2740,NA,NA,1,1,1,1
"1456",2741,NA,1,1,1,1,1
"1457",2742,NA,NA,1,1,1,1
"1458",2743,NA,NA,1,1,1,1
"1459",2744,NA,NA,NA,1,1,1
"1460",2746,NA,NA,NA,1,1,1
"1461",2747,1,1,1,1,1,1
"1462",2748,NA,1,1,1,1,1
"1463",2749,NA,NA,1,1,1,1
"1465",2750,NA,NA,NA,1,1,1
"1466",2751,NA,1,1,1,1,1
"1467",2753,NA,NA,1,1,1,1
"1468",2754,NA,NA,NA,1,1,1
"1469",2755,NA,1,1,1,1,1
"1470",2756,NA,1,1,1,1,1
"1471",2757,NA,1,1,1,1,1
"1472",2758,NA,1,1,1,1,1
"1473",2759,NA,1,1,1,1,1
"1475",2760,NA,1,1,1,1,1
"1476",2761,1,1,1,1,1,1
"1477",2762,NA,1,1,1,1,1
"1478",2764,1,1,1,1,1,1
"1479",2765,NA,1,1,1,1,1
"1480",2766,NA,1,1,1,1,1
"1481",2767,NA,1,1,1,1,1
"1482",2768,NA,1,1,1,1,1
"1483",2769,NA,NA,1,1,1,1
"1485",2770,1,1,1,1,1,1
"1486",2771,NA,NA,1,1,1,1
"1487",2772,NA,NA,1,1,1,1
"1488",2773,NA,NA,1,1,1,1
"1489",2774,NA,1,1,1,1,1
"1490",2775,NA,1,1,1,1,1
"1491",2776,NA,NA,1,1,1,1
"1492",2777,NA,NA,1,1,1,1
"1493",2778,NA,NA,NA,NA,1,1
"1494",2779,NA,NA,1,1,1,1
"1496",2780,NA,NA,1,1,1,1
"1497",2781,NA,NA,1,1,1,1
"1498",2782,NA,1,1,1,1,1
"1499",2783,NA,NA,1,1,1,1
"1500",2784,NA,NA,1,1,1,1
"1501",2785,NA,NA,1,1,1,1
"1502",2786,NA,NA,1,1,1,1
"1503",2787,NA,NA,NA,1,1,1
"1505",2793,NA,NA,NA,NA,1,1
"1506",2794,NA,NA,NA,1,1,1
"1507",2799,NA,NA,NA,NA,NA,1
"1510",2802,NA,NA,NA,NA,NA,1
"1511",2803,NA,NA,NA,NA,NA,1
"1512",2804,NA,NA,NA,NA,NA,1
"1513",2805,NA,NA,NA,NA,1,1
"1514",2807,NA,NA,NA,NA,NA,1
"1515",2808,NA,NA,NA,NA,NA,1
"1517",2810,NA,NA,NA,NA,1,1
"1518",2813,NA,NA,NA,NA,1,1
"1519",2814,NA,NA,NA,NA,1,1
"1520",2816,NA,NA,NA,NA,1,1
"1521",2817,NA,NA,NA,NA,1,1
"1522",2818,NA,NA,NA,NA,1,1
"1523",2819,NA,NA,NA,1,1,1
"1525",2822,NA,NA,NA,1,1,1
"1526",2823,NA,NA,NA,1,1,1
"1527",2824,NA,NA,NA,NA,NA,1
"1528",2825,NA,NA,NA,NA,NA,1
"1529",2828,NA,NA,NA,1,2,2
"1531",2833,NA,NA,1,1,1,2
"1532",2839,NA,1,1,1,1,1
"1534",2840,NA,NA,NA,1,1,1
"1535",2842,NA,1,1,1,1,1
"1536",2844,NA,NA,NA,NA,1,1
"1537",2845,NA,NA,NA,NA,1,1
"1538",2847,NA,NA,1,1,1,1
"1540",2857,NA,NA,NA,1,2,2
"1541",2859,NA,NA,1,1,1,1
"1543",2860,NA,NA,NA,NA,1,1
"1544",2862,NA,NA,1,1,2,2
"1545",2863,NA,NA,NA,1,1,1
"1546",2864,NA,1,1,1,1,1
"1547",2865,NA,NA,1,1,1,1
"1548",2866,NA,1,1,1,1,1
"1549",2867,NA,1,1,1,1,2
"1550",2868,NA,1,1,1,1,1
"1551",2869,1,1,1,1,1,1
"1553",2870,NA,1,1,1,1,1
"1554",2871,NA,1,1,1,1,1
"1555",2872,NA,1,1,1,1,1
"1556",2873,NA,1,1,1,1,1
"1557",2874,NA,1,1,1,1,1
"1558",2875,NA,1,1,1,2,2
"1559",2876,NA,1,1,2,2,2
"1560",2877,NA,1,1,1,1,1
"1561",2878,NA,NA,1,1,1,1
"1562",2879,1,1,1,2,2,2
"1564",2880,NA,1,1,1,1,2
"1565",2881,NA,NA,NA,1,1,1
"1566",2882,NA,NA,1,1,1,1
"1567",2883,NA,1,1,1,2,2
"1568",2884,NA,NA,NA,1,1,1
"1569",2885,NA,1,1,1,1,1
"1570",2886,NA,NA,1,1,1,2
"1571",2887,NA,NA,1,1,1,2
"1572",2888,NA,NA,1,1,1,2
"1573",2889,NA,1,1,1,1,2
"1575",2890,NA,NA,1,1,1,2
"1576",2891,NA,NA,1,1,1,2
"1577",2892,NA,NA,1,1,1,1
"1578",2893,NA,NA,NA,1,1,1
"1579",2894,NA,NA,1,1,1,1
"1580",2895,NA,NA,NA,1,1,1
"1581",2896,NA,NA,NA,1,1,1
"1582",2897,NA,NA,NA,1,1,1
"1583",2898,NA,NA,NA,1,1,1
"1584",2899,NA,NA,NA,1,1,1
"1587",2900,NA,NA,NA,1,1,1
"1588",2901,NA,NA,NA,1,1,1
"1589",2902,NA,NA,NA,1,1,1
"1590",2903,NA,NA,NA,1,1,1
"1591",2904,NA,NA,NA,1,1,1
"1592",2905,NA,NA,NA,1,1,1
"1593",2906,NA,NA,NA,NA,1,1
"1594",2907,NA,NA,NA,1,1,1
"1595",2908,NA,NA,NA,NA,1,1
"1596",2909,NA,NA,NA,1,3,3
"1598",2910,NA,NA,NA,NA,1,2
"1599",2911,NA,NA,NA,NA,2,3
"1600",2912,NA,1,1,1,1,1
"1601",2913,NA,NA,1,1,2,3
"1602",2914,NA,1,1,1,1,1
"1603",2915,NA,1,1,1,1,1
"1604",2916,NA,NA,1,1,2,2
"1605",2917,NA,NA,1,1,2,3
"1606",2918,NA,1,1,1,1,2
"1607",2919,NA,NA,1,1,1,1
"1609",2920,NA,NA,1,1,1,2
"1610",2921,NA,NA,1,1,1,2
"1611",2922,NA,NA,1,1,1,1
"1612",2923,NA,NA,NA,1,1,1
"1613",2925,NA,NA,1,1,1,2
"1614",2926,NA,NA,1,1,1,2
"1615",2927,NA,NA,1,1,1,1
"1616",2928,NA,NA,NA,2,2,2
"1617",2929,NA,NA,NA,NA,1,1
"1619",2933,NA,NA,NA,1,1,1
"1620",2934,NA,NA,NA,NA,1,1
"1621",2935,NA,NA,NA,NA,1,1
"1622",2936,NA,NA,NA,NA,1,1
"1623",2937,NA,NA,NA,2,2,2
"1624",2938,NA,NA,1,2,2,2
"1626",2940,NA,1,1,2,2,2
"1627",2941,NA,1,1,2,2,2
"1628",2942,NA,NA,1,1,1,1
"1629",2944,NA,NA,1,1,2,2
"1630",2945,NA,1,1,2,2,2
"1631",2946,NA,NA,NA,2,2,2
"1632",2947,NA,1,1,2,2,2
"1633",2948,NA,NA,1,2,2,2
"1634",2949,NA,1,1,2,2,2
"1636",2950,NA,NA,NA,1,1,1
"1637",2951,NA,1,2,2,2,2
"1638",2952,NA,NA,1,2,2,2
"1639",2953,NA,NA,NA,1,2,2
"1640",2954,NA,NA,1,2,2,2
"1641",2955,NA,NA,2,2,2,2
"1642",2956,NA,NA,NA,1,2,2
"1643",2957,NA,NA,2,2,2,2
"1644",2958,NA,NA,2,2,2,2
"1645",2959,NA,NA,2,2,2,2
"1647",2960,NA,NA,2,2,2,2
"1648",2961,NA,NA,NA,1,1,1
"1649",2962,NA,NA,1,2,2,2
"1650",2963,NA,1,1,2,2,2
"1651",2964,NA,1,2,2,3,3
"1652",2965,NA,NA,NA,1,1,1
"1653",2966,NA,1,2,2,2,2
"1654",2967,NA,NA,NA,1,1,1
"1655",2968,1,1,1,2,2,2
"1656",2969,NA,NA,NA,1,1,2
"1658",2970,NA,NA,1,1,1,1
"1659",2971,NA,1,1,2,2,2
"1660",2972,NA,NA,1,2,2,2
"1661",2974,NA,NA,NA,1,3,3
"1662",2975,NA,NA,NA,1,3,3
"1663",2976,NA,NA,NA,1,2,2
"1664",2977,NA,NA,NA,1,1,1
"1665",2978,NA,1,1,2,2,2
"1666",2979,NA,NA,NA,NA,2,2
"1668",2980,NA,NA,NA,1,1,1
"1669",2981,NA,1,1,1,2,2
"1670",2982,NA,NA,1,1,2,2
"1671",2983,NA,NA,NA,1,1,2
"1672",2984,NA,NA,1,1,2,2
"1673",2985,NA,NA,NA,1,1,1
"1674",2986,NA,NA,NA,1,1,1
"1675",2987,NA,NA,NA,1,1,1
"1676",2988,NA,1,1,1,1,1
"1677",2989,NA,NA,1,1,1,2
"1679",2993,NA,NA,1,1,1,1
"1680",2996,NA,NA,2,2,2,2
"1681",2997,NA,NA,NA,NA,NA,1
"1682",2999,NA,NA,1,1,1,2
"1686",3000,NA,NA,NA,NA,1,1
"1687",3001,NA,NA,NA,NA,1,1
"1688",3002,NA,NA,NA,NA,NA,1
"1689",3003,NA,NA,NA,NA,NA,1
"1690",3004,NA,NA,NA,NA,1,1
"1691",3005,NA,NA,NA,NA,NA,1
"1692",3006,NA,NA,NA,NA,NA,1
"1693",3008,NA,1,1,2,2,2
"1694",3009,NA,NA,NA,1,2,2
"1696",3011,NA,NA,NA,NA,NA,1
"1697",3018,NA,NA,NA,NA,2,2
"1698",3019,NA,NA,NA,NA,NA,1
"1700",3020,NA,1,2,2,2,2
"1701",3021,NA,NA,1,1,2,2
"1702",3022,NA,NA,1,2,2,2
"1703",3024,NA,NA,NA,1,1,2
"1704",3025,NA,1,1,1,1,1
"1705",3026,NA,NA,NA,NA,1,1
"1706",3027,NA,1,1,2,2,2
"1707",3028,NA,NA,1,1,2,2
"1709",3030,NA,NA,NA,1,2,2
"1710",3031,NA,NA,1,1,2,2
"1711",3032,NA,NA,1,1,2,2
"1712",3033,NA,NA,NA,1,2,2
"1713",3034,NA,NA,2,2,2,2
"1714",3035,1,2,2,2,2,2
"1715",3036,NA,1,2,2,2,2
"1716",3038,NA,NA,1,1,2,2
"1717",3039,NA,NA,1,2,2,2
"1719",3040,NA,NA,NA,1,2,2
"1720",3041,NA,NA,NA,1,2,2
"1721",3042,NA,NA,NA,1,2,3
"1722",3043,NA,NA,NA,NA,1,2
"1723",3044,NA,NA,NA,1,2,2
"1724",3045,NA,NA,NA,NA,2,2
"1725",3046,1,1,2,2,2,2
"1726",3047,1,1,2,2,2,2
"1727",3048,NA,2,2,2,2,2
"1728",3049,NA,2,2,2,2,2
"1730",3050,1,2,2,2,2,2
"1731",3051,NA,1,2,2,2,2
"1732",3052,NA,1,2,2,2,2
"1733",3053,NA,2,2,2,2,2
"1734",3054,NA,NA,1,1,1,1
"1735",3055,NA,2,2,2,2,2
"1736",3056,NA,NA,1,1,1,1
"1737",3057,NA,NA,NA,2,2,2
"1738",3058,NA,2,2,2,2,2
"1739",3059,1,2,2,2,2,2
"1741",3060,NA,NA,NA,2,2,2
"1742",3061,NA,1,1,2,2,2
"1743",3062,NA,2,2,2,2,2
"1744",3063,NA,NA,2,2,2,2
"1745",3064,NA,NA,1,2,2,2
"1746",3065,NA,2,2,2,2,2
"1747",3066,NA,2,2,2,2,2
"1748",3067,NA,2,2,2,2,2
"1749",3068,NA,NA,2,2,2,2
"1750",3069,NA,1,2,2,2,2
"1752",3070,NA,NA,NA,1,1,1
"1753",3071,NA,NA,2,2,2,2
"1754",3072,NA,NA,NA,2,2,2
"1756",3083,1,1,1,1,1,1
"1758",3090,NA,NA,1,1,1,1
"1759",3091,NA,NA,NA,1,1,1
"1760",3092,NA,NA,1,1,1,1
"1761",3093,NA,NA,1,1,1,2
"1762",3094,NA,NA,1,1,1,1
"1763",3095,NA,1,1,1,1,2
"1764",3096,NA,NA,1,1,1,1
"1765",3097,NA,NA,1,1,1,2
"1766",3098,NA,1,1,1,1,1
"1767",3099,NA,1,1,1,1,1
"1770",3100,NA,1,1,1,1,2
"1771",3101,NA,1,1,1,1,1
"1772",3102,NA,NA,1,1,2,2
"1773",3103,NA,NA,1,1,1,2
"1774",3104,NA,1,1,1,1,2
"1775",3105,NA,1,1,1,1,2
"1776",3106,1,1,1,1,1,1
"1777",3107,NA,NA,1,1,1,2
"1778",3108,NA,1,1,1,1,2
"1779",3109,NA,NA,1,1,1,1
"1781",3110,1,1,1,1,1,2
"1782",3113,NA,NA,NA,1,1,1
"1783",3114,NA,NA,NA,1,1,1
"1784",3115,NA,NA,1,1,1,1
"1785",3116,NA,NA,NA,1,1,1
"1786",3117,NA,NA,1,1,1,1
"1787",3118,NA,NA,NA,1,1,1
"1788",3119,NA,1,1,1,1,1
"1790",3120,NA,1,1,1,1,1
"1791",3121,NA,NA,1,1,1,1
"1792",3122,NA,NA,NA,1,1,1
"1793",3123,NA,1,1,1,1,1
"1794",3124,NA,NA,NA,NA,1,1
"1795",3125,NA,NA,1,1,1,1
"1796",3126,NA,NA,NA,1,1,1
"1797",3127,NA,NA,1,1,1,1
"1798",3128,NA,1,1,1,1,1
"1802",3153,NA,NA,NA,NA,NA,2
"1803",3155,NA,NA,NA,2,3,3
"1804",3158,NA,NA,1,3,3,3
"1805",3159,NA,NA,2,2,3,3
"1807",3160,NA,NA,1,1,1,2
"1808",3161,NA,NA,2,2,3,3
"1809",3162,NA,NA,2,3,3,4
"1810",3163,NA,NA,2,2,3,3
"1811",3164,NA,1,2,3,3,4
"1812",3165,NA,1,2,2,4,4
"1813",3167,NA,2,2,2,4,4
"1814",3168,NA,1,2,5,5,8
"1815",3169,NA,1,2,3,4,4
"1817",3170,1,2,2,2,3,3
"1818",3171,1,1,2,3,4,4
"1819",3173,NA,1,2,2,4,4
"1820",3174,NA,1,1,2,2,3
"1821",3175,NA,1,1,1,3,4
"1822",3176,NA,1,1,1,2,5
"1823",3177,1,1,1,3,3,3
"1824",3178,NA,NA,1,3,4,6
"1825",3179,NA,NA,1,2,3,5
"1827",3180,NA,1,2,3,5,6
"1828",3181,NA,NA,1,3,6,6
"1829",3182,1,1,2,5,7,8
"1830",3183,NA,NA,1,3,3,6
"1831",3184,NA,1,2,3,5,6
"1832",3185,NA,NA,2,3,5,7
"1833",3186,NA,1,3,3,5,7
"1834",3187,NA,NA,NA,NA,1,1
"1835",3188,NA,NA,3,3,5,7
"1836",3189,NA,1,3,5,8,8
"1838",3190,NA,1,3,4,5,8
"1839",3191,NA,1,3,5,8,11
"1840",3192,NA,NA,2,3,5,5
"1841",3193,NA,NA,1,5,5,8
"1842",3194,NA,NA,3,5,6,8
"1843",3195,NA,1,3,4,5,6
"1844",3196,NA,1,2,2,4,6
"1845",3197,NA,NA,3,3,3,3
"1846",3198,NA,NA,3,3,5,5
"1847",3199,NA,NA,3,3,5,5
"1850",3200,NA,NA,1,3,3,3
"1851",3201,NA,1,3,3,5,5
"1852",3202,NA,1,3,4,4,4
"1853",3203,NA,NA,1,1,3,3
"1854",3204,NA,1,3,3,3,5
"1855",3205,NA,2,3,3,4,4
"1856",3206,1,1,2,3,4,4
"1857",3207,NA,NA,1,1,2,3
"1858",3208,NA,1,1,3,3,3
"1859",3209,1,1,2,3,3,4
"1861",3210,NA,1,1,2,2,2
"1862",3211,NA,NA,1,1,3,3
"1863",3213,NA,1,1,1,2,3
"1864",3214,NA,NA,1,2,2,5
"1865",3216,NA,NA,1,1,1,3
"1866",3217,NA,NA,1,2,5,5
"1867",3218,NA,NA,NA,1,4,5
"1868",3219,NA,1,2,2,2,3
"1870",3220,NA,NA,1,2,4,5
"1871",3221,1,1,1,1,2,2
"1872",3222,NA,1,1,1,2,3
"1873",3223,NA,NA,NA,NA,1,2
"1874",3225,NA,1,1,2,3,5
"1875",3226,NA,NA,1,1,3,5
"1876",3227,NA,1,1,2,3,4
"1877",3228,NA,1,1,3,4,5
"1878",3229,NA,NA,NA,NA,1,2
"1880",3231,NA,NA,1,1,2,2
"1881",3233,NA,NA,1,2,2,3
"1882",3234,NA,1,1,2,2,3
"1883",3235,NA,1,1,1,2,2
"1884",3236,NA,1,1,2,3,3
"1885",3237,NA,NA,1,1,2,2
"1886",3238,NA,NA,1,1,1,2
"1887",3239,NA,NA,1,2,2,3
"1889",3240,NA,1,1,1,2,2
"1890",3241,NA,1,1,1,2,2
"1891",3242,NA,1,1,1,2,3
"1892",3243,1,1,1,2,2,3
"1893",3244,NA,1,1,1,2,2
"1894",3245,NA,1,1,2,2,2
"1895",3246,NA,NA,1,1,1,2
"1896",3247,NA,1,1,1,2,2
"1897",3248,NA,1,1,1,2,2
"1898",3249,NA,1,1,1,2,3
"1900",3250,NA,1,1,1,2,2
"1901",3251,NA,NA,NA,1,1,1
"1902",3254,NA,1,1,1,2,2
"1903",3255,NA,1,1,1,2,2
"1904",3257,NA,NA,NA,1,1,1
"1905",3258,NA,NA,1,1,1,1
"1907",3261,NA,1,1,1,1,2
"1908",3262,NA,1,1,1,1,2
"1909",3263,NA,1,1,1,1,1
"1910",3264,NA,NA,1,1,1,1
"1911",3265,NA,NA,1,1,1,2
"1912",3266,NA,NA,1,1,1,2
"1913",3269,NA,NA,NA,NA,1,1
"1915",3270,NA,NA,NA,NA,NA,1
"1916",3272,NA,NA,NA,NA,1,1
"1917",3273,NA,NA,NA,NA,NA,1
"1918",3274,NA,NA,NA,NA,NA,1
"1921",3297,NA,NA,NA,NA,NA,1
"1924",3301,NA,NA,NA,NA,NA,1
"1925",3305,NA,1,1,1,1,1
"1926",3307,NA,1,1,1,1,1
"1927",3313,NA,1,1,1,2,2
"1928",3314,1,1,1,1,1,2
"1930",3322,NA,NA,1,1,1,1
"1931",3323,NA,1,1,1,1,3
"1932",3324,NA,1,1,1,1,1
"1933",3325,NA,NA,1,1,1,2
"1934",3326,NA,NA,1,1,2,2
"1935",3327,NA,1,1,1,1,2
"1936",3328,NA,NA,NA,NA,NA,2
"1937",3329,NA,1,1,1,2,3
"1939",3330,NA,1,1,1,1,1
"1940",3331,1,1,1,1,1,1
"1941",3332,NA,NA,1,1,2,2
"1942",3333,NA,1,1,1,1,3
"1943",3334,NA,1,1,1,3,5
"1944",3335,NA,NA,1,1,1,3
"1945",3336,NA,NA,1,2,5,7
"1946",3337,NA,NA,NA,NA,1,1
"1947",3339,NA,NA,NA,1,1,1
"1949",3340,NA,NA,1,1,1,1
"1950",3341,NA,NA,1,1,1,1
"1951",3342,NA,NA,NA,NA,1,1
"1952",3343,NA,NA,NA,NA,1,1
"1953",3344,NA,NA,NA,NA,NA,1
"1954",3345,NA,1,1,1,1,1
"1956",3350,NA,NA,1,1,1,1
"1957",3351,NA,NA,1,1,1,1
"1958",3357,NA,NA,1,1,1,1
"1959",3358,NA,1,1,1,1,1
"1961",3360,NA,NA,1,1,1,1
"1962",3368,NA,NA,NA,NA,NA,1
"1963",3369,NA,NA,NA,NA,NA,1
"1965",3374,1,1,1,1,2,4
"1966",3377,NA,NA,NA,NA,1,2
"1967",3379,NA,1,1,1,1,1
"1969",3380,NA,NA,1,1,1,1
"1970",3381,NA,1,1,1,1,1
"1971",3382,NA,1,1,1,1,1
"1972",3383,NA,1,1,1,1,2
"1973",3384,NA,NA,1,1,1,1
"1974",3385,NA,1,1,1,1,1
"1975",3386,NA,NA,NA,1,1,1
"1976",3387,NA,NA,1,1,1,2
"1977",3388,NA,NA,1,1,1,1
"1978",3389,NA,1,1,1,1,2
"1980",3390,NA,NA,1,1,1,1
"1981",3392,NA,1,1,1,1,2
"1982",3393,NA,1,1,1,1,3
"1983",3395,NA,1,1,1,1,1
"1984",3396,NA,1,1,1,1,3
"1985",3397,NA,1,1,1,1,3
"1986",3398,NA,1,1,1,2,3
"1989",3400,NA,NA,1,1,1,1
"1990",3402,NA,NA,1,1,1,2
"1991",3403,NA,NA,1,1,1,1
"1992",3404,NA,NA,1,1,1,1
"1993",3405,NA,NA,1,1,2,2
"1994",3406,NA,NA,1,1,1,1
"1995",3407,NA,NA,2,2,2,2
"1996",3408,NA,NA,2,2,2,2
"1998",3410,NA,NA,2,2,2,2
"1999",3413,NA,NA,2,2,2,2
"2000",3415,NA,NA,2,2,2,2
"2001",3416,NA,2,2,2,2,2
"2002",3417,NA,2,2,2,2,2
"2003",3418,NA,NA,2,2,2,2
"2004",3419,NA,NA,2,2,2,2
"2006",3420,NA,2,2,2,2,3
"2007",3421,NA,2,2,2,2,2
"2008",3422,NA,2,2,2,2,2
"2009",3423,NA,NA,2,2,2,2
"2010",3424,NA,NA,2,2,2,2
"2011",3425,NA,2,2,2,2,2
"2012",3426,NA,2,2,2,2,2
"2013",3427,NA,2,2,2,2,2
"2014",3428,NA,2,2,2,2,2
"2015",3429,NA,2,2,2,2,2
"2017",3430,NA,2,2,2,2,2
"2018",3431,NA,NA,2,2,2,2
"2019",3432,NA,2,2,2,2,2
"2020",3433,2,2,2,2,2,3
"2021",3434,NA,2,2,2,2,2
"2022",3435,2,2,2,2,2,3
"2023",3436,NA,2,2,2,2,3
"2024",3437,NA,2,2,2,2,4
"2025",3438,NA,2,2,2,2,3
"2027",3440,NA,NA,NA,NA,NA,2
"2028",3441,NA,NA,NA,NA,2,2
"2029",3442,NA,NA,NA,NA,2,2
